'itemID','subType',bundleSize','canBuy','canSell','basePrice','priceCeil','priceFloor','salesTax','volatility','stock','stockCeil','stockFloor'
'DynamicMarket',TRUE,0,64,,,,,,,,,
1,0,64,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
3,0,64,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
4,0,64,TRUE,TRUE,250,'+INF',113,0.005,0.02,0,'+INF','-INF'
5,0,10,TRUE,TRUE,300,'+INF',15,0.005,0.02,0,'+INF','-INF'
6,0,16,TRUE,TRUE,350,'+INF',18,0.005,0.02,0,'+INF','-INF'
12,0,64,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
13,0,64,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
17,0,10,TRUE,TRUE,1200,'+INF',60,0.005,0.02,0,'+INF','-INF'
18,0,16,TRUE,TRUE,250,'+INF',50,0.005,0.02,0,'+INF','-INF'
20,0,64,TRUE,TRUE,750,'+INF',38,0.005,0.02,0,'+INF','-INF'
22,0,10,TRUE,TRUE,2500,'+INF',125,0.005,0.04,0,'+INF','-INF'
23,0,1,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
24,0,16,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
25,0,1,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
27,0,16,TRUE,TRUE,1000,'+INF',31,0.005,0.02,0,'+INF','-INF'
28,0,16,TRUE,TRUE,1000,'+INF',31,0.005,0.02,0,'+INF','-INF'
29,0,8,TRUE,TRUE,1500,'+INF',75,0.005,0.02,0,'+INF','-INF'
33,0,8,TRUE,TRUE,1000,'+INF',75,0.005,0.02,0,'+INF','-INF'
35,0,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,1,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,2,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,-1,'+INF','-INF'
35,3,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,4,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,5,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,6,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,7,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,8,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,9,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,10,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,11,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,12,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,13,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,14,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
35,15,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
37,0,1,TRUE,TRUE,75,'+INF',4,0.005,0.02,0,'+INF','-INF'
38,0,1,TRUE,TRUE,75,'+INF',4,0.005,0.02,0,'+INF','-INF'
39,0,1,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
40,0,1,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
44,0,10,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
44,1,10,TRUE,TRUE,925,'+INF',46,0.005,0.02,0,'+INF','-INF'
44,2,10,TRUE,TRUE,900,'+INF',45,0.005,0.02,0,'+INF','-INF'
44,3,10,TRUE,TRUE,1050,'+INF',53,0.005,0.02,0,'+INF','-INF'
45,0,10,TRUE,TRUE,2500,'+INF',125,0.005,0.02,0,'+INF','-INF'
46,0,8,TRUE,TRUE,1500,'+INF',75,0.005,0.02,0,'+INF','-INF'
47,0,1,TRUE,TRUE,2500,'+INF',125,0.005,0.02,0,'+INF','-INF'
48,0,10,TRUE,TRUE,1000,'+INF',50,0.005,0.02,0,'+INF','-INF'
49,0,16,TRUE,TRUE,5000,'+INF',250,0.005,0.04,0,'+INF','-INF'
50,0,32,TRUE,TRUE,1000,'+INF',50,0.005,0.02,0,'+INF','-INF'
52,0,1,TRUE,TRUE,50000,'+INF',2500,0.0075,0.1,0,'+INF','-INF'
53,0,8,TRUE,TRUE,850,'+INF',43,0.005,0.02,0,'+INF','-INF'
54,0,1,TRUE,TRUE,250,'+INF',43,0.005,0.02,0,'+INF','-INF'
58,0,1,TRUE,TRUE,250,'+INF',43,0.005,0.02,0,'+INF','-INF'
59,0,8,TRUE,TRUE,500,'+INF',43,0.005,0.02,0,'+INF','-INF'
61,0,1,TRUE,TRUE,250,'+INF',43,0.005,0.02,0,'+INF','-INF'
65,0,8,TRUE,TRUE,850,'+INF',43,0.005,0.02,0,'+INF','-INF'
66,0,16,TRUE,TRUE,615,'+INF',31,0.005,0.02,0,'+INF','-INF'
67,0,8,TRUE,TRUE,850,'+INF',43,0.005,0.02,0,'+INF','-INF'
70,0,16,TRUE,TRUE,615,'+INF',31,0.005,0.02,0,'+INF','-INF'
72,0,16,TRUE,TRUE,615,'+INF',31,0.005,0.02,0,'+INF','-INF'
76,0,8,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
77,0,16,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
80,0,10,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
81,0,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
84,0,1,TRUE,TRUE,1500,'+INF',13,0.005,0.04,0,'+INF','-INF'
85,0,16,TRUE,TRUE,500,'+INF',13,0.005,0.02,0,'+INF','-INF'
86,0,1,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
87,0,10,TRUE,TRUE,1500,'+INF',75,0.0075,0.04,0,'+INF','-INF'
88,0,10,TRUE,TRUE,1500,'+INF',75,0.005,0.04,0,'+INF','-INF'
89,0,10,TRUE,TRUE,2500,'+INF',125,0.005,0.04,0,'+INF','-INF'
91,0,1,TRUE,TRUE,500,'+INF',13,0.005,0.02,0,'+INF','-INF'
92,0,1,TRUE,TRUE,500,'+INF',13,0.005,0.02,0,'+INF','-INF'
96,0,1,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
98,0,10,TRUE,TRUE,2500,'+INF',125,0.005,0.02,0,'+INF','-INF'
101,0,8,TRUE,TRUE,5000,'+INF',50,0.005,0.02,0,'+INF','-INF'
102,0,16,TRUE,TRUE,500,'+INF',50,0.005,0.02,0,'+INF','-INF'
103,0,1,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
106,0,16,TRUE,TRUE,1000,'+INF',50,0.005,0.02,0,'+INF','-INF'
107,0,1,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
108,0,8,TRUE,TRUE,1000,'+INF',43,0.005,0.02,0,'+INF','-INF'
109,0,8,TRUE,TRUE,1000,'+INF',43,0.005,0.02,0,'+INF','-INF'
256,0,1,TRUE,TRUE,330,'+INF',17,0.005,0.02,0,'+INF','-INF'
257,0,1,TRUE,TRUE,330,'+INF',17,0.005,0.02,0,'+INF','-INF'
258,0,1,TRUE,TRUE,330,'+INF',17,0.005,0.02,0,'+INF','-INF'
259,0,1,TRUE,TRUE,330,'+INF',17,0.005,0.02,0,'+INF','-INF'
260,0,1,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
261,0,1,TRUE,TRUE,330,'+INF',17,0.005,0.02,0,'+INF','-INF'
262,0,10,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
263,0,64,TRUE,TRUE,1500,'+INF',75,0.005,0.02,0,'+INF','-INF'
264,0,10,TRUE,TRUE,10000,'+INF',500,0.005,0.1,0,'+INF','-INF'
265,0,10,TRUE,TRUE,1000,'+INF',50,0.005,0.02,0,'+INF','-INF'
266,0,10,TRUE,TRUE,2500,'+INF',125,0.005,0.02,0,'+INF','-INF'
267,0,1,TRUE,TRUE,215,'+INF',11,0.005,0.02,0,'+INF','-INF'
268,0,1,TRUE,TRUE,75,'+INF',4,0.005,0.02,0,'+INF','-INF'
269,0,1,TRUE,TRUE,60,'+INF',3,0.005,0.02,0,'+INF','-INF'
270,0,1,TRUE,TRUE,120,'+INF',6,0.005,0.02,0,'+INF','-INF'
271,0,1,TRUE,TRUE,120,'+INF',6,0.005,0.02,0,'+INF','-INF'
272,0,1,TRUE,TRUE,115,'+INF',6,0.005,0.02,0,'+INF','-INF'
273,0,1,TRUE,TRUE,80,'+INF',4,0.005,0.02,0,'+INF','-INF'
274,0,1,TRUE,TRUE,180,'+INF',9,0.005,0.02,0,'+INF','-INF'
275,0,1,TRUE,TRUE,180,'+INF',9,0.005,0.02,0,'+INF','-INF'
276,0,1,TRUE,TRUE,2015,'+INF',101,0.005,0.02,0,'+INF','-INF'
277,0,1,TRUE,TRUE,1030,'+INF',52,0.005,0.02,0,'+INF','-INF'
278,0,1,TRUE,TRUE,3030,'+INF',152,0.005,0.02,0,'+INF','-INF'
279,0,1,TRUE,TRUE,3030,'+INF',152,0.005,0.02,0,'+INF','-INF'
280,0,10,TRUE,TRUE,150,'+INF',8,0.005,0.02,0,'+INF','-INF'
281,0,1,TRUE,TRUE,250,'+INF',26,0.005,0.02,0,'+INF','-INF'
282,0,1,TRUE,TRUE,500,'+INF',26,0.005,0.02,0,'+INF','-INF'
283,0,1,TRUE,TRUE,515,'+INF',26,0.005,0.02,0,'+INF','-INF'
284,0,1,TRUE,TRUE,280,'+INF',14,0.005,0.02,0,'+INF','-INF'
285,0,1,TRUE,TRUE,780,'+INF',39,0.005,0.02,0,'+INF','-INF'
286,0,1,TRUE,TRUE,780,'+INF',39,0.005,0.02,0,'+INF','-INF'
287,0,10,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
288,0,10,TRUE,TRUE,125,'+INF',6,0.005,0.02,0,'+INF','-INF'
289,0,10,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
290,0,1,TRUE,TRUE,90,'+INF',5,0.005,0.02,0,'+INF','-INF'
291,0,1,TRUE,TRUE,130,'+INF',7,0.005,0.02,0,'+INF','-INF'
292,0,1,TRUE,TRUE,230,'+INF',12,0.005,0.02,0,'+INF','-INF'
293,0,1,TRUE,TRUE,2030,'+INF',102,0.005,0.02,0,'+INF','-INF'
294,0,1,TRUE,TRUE,530,'+INF',27,0.005,0.02,0,'+INF','-INF'
295,0,10,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
296,0,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
297,0,1,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
298,0,1,TRUE,TRUE,375,'+INF',19,0.005,0.02,0,'+INF','-INF'
299,0,1,TRUE,TRUE,1200,'+INF',60,0.005,0.02,0,'+INF','-INF'
300,0,1,TRUE,TRUE,1125,'+INF',56,0.005,0.02,0,'+INF','-INF'
301,0,1,TRUE,TRUE,300,'+INF',15,0.005,0.02,0,'+INF','-INF'
306,0,1,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
307,0,1,TRUE,TRUE,800,'+INF',40,0.005,0.02,0,'+INF','-INF'
308,0,1,TRUE,TRUE,700,'+INF',35,0.005,0.02,0,'+INF','-INF'
309,0,1,TRUE,TRUE,400,'+INF',20,0.005,0.02,0,'+INF','-INF'
310,0,1,TRUE,TRUE,5000,'+INF',250,0.005,0.02,0,'+INF','-INF'
311,0,1,TRUE,TRUE,8000,'+INF',400,0.005,0.02,0,'+INF','-INF'
312,0,1,TRUE,TRUE,7000,'+INF',350,0.005,0.02,0,'+INF','-INF'
313,0,1,TRUE,TRUE,4000,'+INF',200,0.005,0.02,0,'+INF','-INF'
314,0,1,TRUE,TRUE,1250,'+INF',63,0.005,0.02,0,'+INF','-INF'
315,0,1,TRUE,TRUE,2000,'+INF',100,0.005,0.02,0,'+INF','-INF'
316,0,1,TRUE,TRUE,1750,'+INF',88,0.005,0.02,0,'+INF','-INF'
317,0,1,TRUE,TRUE,1000,'+INF',50,0.005,0.02,0,'+INF','-INF'
318,0,10,TRUE,TRUE,100,'+INF',5,0.005,0.02,0,'+INF','-INF'
319,0,1,TRUE,TRUE,750,'+INF',38,0.005,0.02,0,'+INF','-INF'
320,0,1,TRUE,TRUE,1000,'+INF',50,0.005,0.02,0,'+INF','-INF'
322,0,1,TRUE,TRUE,5000,'+INF',250,0.005,0.1,0,'+INF','-INF'
323,0,1,TRUE,TRUE,250,'+INF',50,0.005,0.1,0,'+INF','-INF'
329,0,1,TRUE,TRUE,1000,'+INF',50,0.005,0.1,0,'+INF','-INF'
331,0,32,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
334,0,10,TRUE,TRUE,750,'+INF',38,0.005,0.02,0,'+INF','-INF'
336,0,4,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
337,0,4,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
338,0,10,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
341,0,1,TRUE,TRUE,1000,'+INF',25,0.005,0.02,0,'+INF','-INF'
344,0,1,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
346,0,1,TRUE,TRUE,500,'+INF',25,0.005,0.02,0,'+INF','-INF'
349,0,1,TRUE,TRUE,250,'+INF',13,0.005,0.02,0,'+INF','-INF'
350,0,1,TRUE,TRUE,375,'+INF',19,0.005,0.02,0,'+INF','-INF'
352,0,1,TRUE,TRUE,100,'+INF',5,0.005,0.02,0,'+INF','-INF'
355,0,1,TRUE,TRUE,615,'+INF',125,0.005,0.02,0,'+INF','-INF'
356,0,8,TRUE,TRUE,1000,'+INF',5,0.005,0.02,0,'+INF','-INF'
357,0,8,TRUE,TRUE,100,'+INF',5,0.005,0.02,0,'+INF','-INF'
359,0,1,TRUE,TRUE,500,'+INF',5,0.005,0.02,0,'+INF','-INF'
364,0,1,TRUE,TRUE,100,'+INF',5,0.005,0.02,0,'+INF','-INF'
366,0,1,TRUE,TRUE,150,'+INF',5,0.005,0.02,0,'+INF','-INF'
368,0,1,TRUE,TRUE,1000,'+INF',5,0.005,0.02,0,'+INF','-INF'
2256,0,1,TRUE,TRUE,25000,'+INF',1250,0.005,0.1,0,'+INF','-INF'
2257,0,1,TRUE,TRUE,25000,'+INF',1250,0.005,0.1,0,'+INF','-INF'
